row,variant,area,notes,country_code,period,age,age_interval_width,death_rate,q,p,l,d,L,S,T,e,a,sex
56034,Estimates,Swaziland,NA,748,2010-2015,5,5,0.0024526604,0.012185014,0.98781499,91536.736,1115.3764,454761.87,0.98917015,4692329.4,51.261708,2.3804234,male
56035,Estimates,Swaziland,NA,748,2010-2015,10,5,0.0020313994,0.010106001,0.989894,90421.36,913.79833,449836.86,0.98926037,4237567.5,46.864674,2.5159359,male
56036,Estimates,Swaziland,NA,748,2010-2015,15,5,0.0023852792,0.011858921,0.98814108,89507.561,1061.4631,445005.78,0.98479225,3787730.7,42.317438,2.6145926,male
56037,Estimates,Swaziland,NA,748,2010-2015,20,5,0.0040050044,0.019844246,0.98015575,88446.098,1755.1461,438238.25,0.97243505,3342724.9,37.793921,2.7254068,male
56038,Estimates,Swaziland,NA,748,2010-2015,25,5,0.007575399,0.037239395,0.9627606,86690.952,3228.3186,426158.23,0.9505323,2904486.6,33.503919,2.7398369,male
56039,Estimates,Swaziland,NA,748,2010-2015,30,5,0.012977609,0.062985468,0.93701453,83462.633,5256.933,405077.17,0.91909596,2478328.4,29.693868,2.6724071,male
56040,Estimates,Swaziland,NA,748,2010-2015,35,5,0.020651955,0.098315363,0.90168464,78205.7,7688.8218,372304.79,0.89375171,2073251.2,26.510232,2.5648137,male
56041,Estimates,Swaziland,NA,748,2010-2015,40,5,0.023735104,0.11199885,0.88800115,70516.879,7897.8093,332748.04,0.88144403,1700946.5,24.121125,2.4883731,male
56042,Estimates,Swaziland,NA,748,2010-2015,45,5,0.026718446,0.12514538,0.87485462,62619.069,7836.4875,293298.77,0.87321587,1368198.4,21.849549,2.4737953,male
56043,Estimates,Swaziland,NA,748,2010-2015,50,5,0.027408619,0.12813758,0.87186242,54782.582,7019.7075,256113.14,0.86831154,1074899.6,19.621193,2.4643153,male
56044,Estimates,Swaziland,NA,748,2010-2015,55,5,0.029486915,0.13729235,0.86270765,47762.874,6557.4771,222386,0.85215345,818786.49,17.142739,2.4947116,male
56045,Estimates,Swaziland,NA,748,2010-2015,60,5,0.035293207,0.16231635,0.83768365,41205.397,6688.3096,189507,0.81621095,596400.49,14.473844,2.5300203,male
56046,Estimates,Swaziland,NA,748,2010-2015,65,5,0.047188767,0.21146191,0.78853809,34517.088,7299.0493,154677.69,0.75192165,406893.49,11.788176,2.5465638,male
56047,Estimates,Swaziland,NA,748,2010-2015,70,5,0.068771448,0.29386753,0.70613247,27218.038,7998.4977,116305.5,0.65386948,252215.81,9.2664947,2.5264492,male
56048,Estimates,Swaziland,NA,748,2010-2015,75,5,0.10346385,0.40938976,0.59061024,19219.541,7868.2831,76048.618,0.53063161,135910.31,7.0714649,2.4519111,male
56049,Estimates,Swaziland,NA,748,2010-2015,80,5,0.15406945,0.54771797,0.45228203,11351.258,6217.2877,40353.801,0.32588269144699,59861.688,5.2735733,2.3617938,male
56050,Estimates,Swaziland,NA,748,2010-2015,85,15,0.263174052238523,NA,NA,5133.9698,5133.9698,19507.888,NA,19507.888,3.7997667,3.7997667,male
56070,Estimates,Benin,NA,204,2010-2015,0,1,0.076719073,0.072550589,0.92744941,1e5,7255.0589,94566.561,0.91171258,5845946.5,58.459465,0.25108294,male
56071,Estimates,Benin,NA,204,2010-2015,1,4,0.010453967,0.040723634,0.95927637,92744.941,3776.911,361289.73,0.96707045,5751380,62.01287,1.4344051,male
56072,Estimates,Benin,NA,204,2010-2015,5,5,0.0036248557,0.017961509,0.98203849,88968.03,1598,440845.15,0.98584807,5390090.2,60.584574,2.5,male
56073,Estimates,Benin,NA,204,2010-2015,10,5,0.0020651406,0.010272667,0.98972733,87370.03,897.52322,434606.34,0.9878416,4949245.1,56.646943,2.5,male
56074,Estimates,Benin,NA,204,2010-2015,15,5,0.0030098189,0.014943271,0.98505673,86472.507,1292.1821,429322.23,0.98176489,4514638.8,52.20895,2.647152,male
56075,Estimates,Benin,NA,204,2010-2015,20,5,0.0043129666,0.021341634,0.97865837,85180.325,1817.8873,421493.49,0.97794054,4085316.5,47.9608,2.5751334,male
56076,Estimates,Benin,NA,204,2010-2015,25,5,0.0045070828,0.022285811,0.97771419,83362.437,1857.7996,412195.57,0.97695729,3663823,43.950527,2.5150079,male
56077,Estimates,Benin,NA,204,2010-2015,30,5,0.004848817,0.023956996,0.976043,81504.638,1952.6063,402697.47,0.97480298,3251627.5,39.894999,2.5285747,male
56078,Estimates,Benin,NA,204,2010-2015,35,5,0.0054265147,0.026777218,0.97322278,79552.031,2130.1821,392550.69,0.97048628,2848930,35.812159,2.5544503,male
56079,Estimates,Benin,NA,204,2010-2015,40,5,0.0066483016,0.0327139,0.9672861,77421.849,2532.7706,380965.06,0.96373802,2456379.3,31.72721,2.574125,male
56080,Estimates,Benin,NA,204,2010-2015,45,5,0.0082778222,0.040582776,0.95941722,74889.079,3039.2067,367150.51,0.95191569,2075414.2,27.713176,2.5997423,male
56081,Estimates,Benin,NA,204,2010-2015,50,5,0.011656952,0.056702425,0.94329758,71849.872,4074.062,349496.33,0.93505972,1708263.7,23.77546,2.6060682,male
56082,Estimates,Benin,NA,204,2010-2015,55,5,0.015475791,0.074620836,0.92537916,67775.81,5057.4876,326799.94,0.90934475,1358767.4,20.04797,2.6116386,male
56083,Estimates,Benin,NA,204,2010-2015,60,5,0.023255136,0.11018817,0.88981183,62718.323,6910.8175,297173.81,0.86553263,1031967.5,16.454003,2.6243333,male
56084,Estimates,Benin,NA,204,2010-2015,65,5,0.035467896,0.16346953,0.83653047,55807.505,9122.8265,257213.63,0.79960504,734793.64,13.166574,2.6077708,male
56085,Estimates,Benin,NA,204,2010-2015,70,5,0.055617875,0.24502451,0.75497549,46684.679,11438.89,205669.32,0.70257454,477580.01,10.229909,2.5737092,male
56086,Estimates,Benin,NA,204,2010-2015,75,5,0.088112184,0.36123569,0.63876431,35245.788,12732.037,144498.03,0.57169281,271910.69,7.7147002,2.5077895,male
56087,Estimates,Benin,NA,204,2010-2015,80,5,0.13935382,0.51132339,0.48867661,22513.752,11511.808,82608.482,0.351646233584637,127412.66,5.6593262,2.3974309,male
56088,Estimates,Benin,NA,204,2010-2015,85,15,0.245556176021444,NA,NA,11001.944,11001.944,44804.182,NA,44804.182,4.0723879,4.0723879,male
56089,Estimates,Burkina Faso,NA,854,2010-2015,0,1,0.073973143,0.070054934,0.92994507,1e5,7005.4934,94703.2,0.91558938,5802160.6,58.021606,0.24390794,male
56090,Estimates,Burkina Faso,NA,854,2010-2015,1,4,0.0095675925,0.037356093,0.96264391,92994.507,3473.9114,363091.49,0.97095543,5707457.4,61.374135,1.4419245,male
56091,Estimates,Burkina Faso,NA,854,2010-2015,5,5,0.0027939272,0.013872738,0.98612726,89520.595,1241.8957,444498.24,0.98864955,5344366,59.699848,2.5,male
56092,Estimates,Burkina Faso,NA,854,2010-2015,10,5,0.0017663,0.0087926736,0.99120733,88278.699,776.20579,439452.98,0.9894665,4899867.7,55.50453,2.5,male
56093,Estimates,Burkina Faso,NA,854,2010-2015,15,5,0.0026495117,0.013166154,0.98683385,87502.494,1152.0713,434824.01,0.98333897,4460414.7,50.974716,2.6664089,male
56094,Estimates,Burkina Faso,NA,854,2010-2015,20,5,0.004031525,0.019962809,0.98003719,86350.422,1723.797,427579.39,0.97978712,4025590.7,46.619236,2.5793418,male
56095,Estimates,Burkina Faso,NA,854,2010-2015,25,5,0.0040371188,0.019985407,0.98001459,84626.625,1691.2976,418936.78,0.97879891,3598011.3,42.516304,2.5188593,male
56096,Estimates,Burkina Faso,NA,854,2010-2015,30,5,0.0045953309,0.022720568,0.97727943,82935.328,1884.3378,410054.86,0.97573767,3179074.6,38.331971,2.5472669,male
56097,Estimates,Burkina Faso,NA,854,2010-2015,35,5,0.0053034929,0.026180546,0.97381945,81050.99,2121.9592,400105.97,0.97026859,2769019.7,34.163922,2.57348,male
56098,Estimates,Burkina Faso,NA,854,2010-2015,40,5,0.0068948857,0.033912305,0.96608769,78929.031,2676.6654,388210.26,0.96139961,2368913.7,30.013212,2.5959285,male
56099,Estimates,Burkina Faso,NA,854,2010-2015,45,5,0.0090049222,0.044075535,0.95592447,76252.366,3360.8638,373225.19,0.94782413,1980703.5,25.975633,2.6087591,male
56100,Estimates,Burkina Faso,NA,854,2010-2015,50,5,0.012716149,0.061713107,0.93828689,72891.502,4498.3611,353751.84,0.92659876,1607478.3,22.053027,2.6200962,male
56101,Estimates,Burkina Faso,NA,854,2010-2015,55,5,0.018199506,0.087224296,0.9127757,68393.141,5965.5435,327786.02,0.89361105,1253726.4,18.331172,2.623069,male
56102,Estimates,Burkina Faso,NA,854,2010-2015,60,5,0.027538889,0.12921376,0.87078624,62427.597,8066.5044,292913.21,0.84313276,925940.42,14.832229,2.6167151,male
56103,Estimates,Burkina Faso,NA,854,2010-2015,65,5,0.041972549,0.19068305,0.80931695,54361.093,10365.739,246964.72,0.76283935,633027.21,11.644858,2.6035724,male
56104,Estimates,Burkina Faso,NA,854,2010-2015,70,5,0.06888734,0.29498546,0.70501454,43995.354,12977.99,188394.41,0.63762887,386062.49,8.7750741,2.5664674,male
56105,Estimates,Burkina Faso,NA,854,2010-2015,75,5,0.11500009,0.44537851,0.55462149,31017.364,13814.467,120125.71,0.47550837,197668.08,6.3728201,2.4692396,male
56106,Estimates,Burkina Faso,NA,854,2010-2015,80,5,0.18769598,0.62322883,0.37677117,17202.897,10721.341,57120.782,0.263360341622798,77542.366,4.507518,2.3050292,male
56107,Estimates,Burkina Faso,NA,854,2010-2015,85,15,0.317387499699672,NA,NA,6481.5556,6481.5556,20421.584,NA,20421.584,3.1507227,3.1507227,male
56108,Estimates,Cabo Verde,NA,132,2010-2015,0,1,0.025934729,0.025352871,0.97464713,1e5,2535.2871,97756.452,0.97311302,7011630,70.1163,0.11507144,male
56109,Estimates,Cabo Verde,NA,132,2010-2015,1,4,0.0011221012,0.004476215,0.99552378,97464.713,436.27301,388800.06,0.99563354,6913873.6,70.937198,1.5730974,male
56110,Estimates,Cabo Verde,NA,132,2010-2015,5,5,5.4532095e-4,0.0027226131,0.99727739,97028.44,264.17091,484431.98,0.9976458,6525073.5,67.249082,2.3115195,male
56111,Estimates,Cabo Verde,NA,132,2010-2015,10,5,4.5614518e-4,0.0022782283,0.99772177,96764.269,220.4511,483291.53,0.99682101,6040641.6,62.426365,2.5966753,male
56112,Estimates,Cabo Verde,NA,132,2010-2015,15,5,8.7049242e-4,0.0043437707,0.99565623,96543.818,419.3642,481755.15,0.9947127,5557350,57.562982,2.7014221,male
56113,Estimates,Cabo Verde,NA,132,2010-2015,20,5,0.0012119644,0.0060419901,0.99395801,96124.454,580.783,479207.96,0.99392482,5075594.9,52.802327,2.5648312,male
56114,Estimates,Cabo Verde,NA,132,2010-2015,25,5,0.0012039834,0.0060020021,0.993998,95543.671,573.45331,476296.69,0.99369802,4596386.9,48.107707,2.5208734,male
56115,Estimates,Cabo Verde,NA,132,2010-2015,30,5,0.0013574902,0.0067652095,0.99323479,94970.217,642.49342,473295.08,0.99234629,4120090.2,43.382971,2.5781688,male
56116,Estimates,Cabo Verde,NA,132,2010-2015,35,5,0.0017725996,0.0088260529,0.99117395,94327.724,832.54148,469672.61,0.98917145,3646795.1,38.660905,2.6385487,male
56117,Estimates,Cabo Verde,NA,132,2010-2015,40,5,0.0026897577,0.01336567,0.98663433,93495.182,1249.6258,464586.74,0.98261233,3177122.5,33.981671,2.6879708,male
56118,Estimates,Cabo Verde,NA,132,2010-2015,45,5,0.0044984699,0.022262215,0.97773778,92245.557,2053.5904,456508.66,0.97122863,2712535.8,29.405598,2.702013,male
56119,Estimates,Cabo Verde,NA,132,2010-2015,50,5,0.0074285035,0.036517747,0.96348225,90191.966,3293.6074,443374.28,0.95246131,2256027.1,25.013615,2.6968863,male
56120,Estimates,Cabo Verde,NA,132,2010-2015,55,5,0.01244598,0.060483283,0.93951672,86898.359,5255.898,422296.85,0.92343942,1812652.9,20.85946,2.6797597,male
56121,Estimates,Cabo Verde,NA,132,2010-2015,60,5,0.019959123,0.095334836,0.90466516,81642.461,7783.3706,389965.56,0.8800463,1390356,17.029815,2.6556753,male
56122,Estimates,Cabo Verde,NA,132,2010-2015,65,5,0.032136207,0.14932153,0.85067847,73859.09,11028.753,343187.74,0.81331699,1000390.4,13.544581,2.6327597,male
56123,Estimates,Cabo Verde,NA,132,2010-2015,70,5,0.052136848,0.23161516,0.76838484,62830.338,14552.459,279120.42,0.7155487,657202.71,10.459958,2.5927597,male
56124,Estimates,Cabo Verde,NA,132,2010-2015,75,5,0.08432128,0.34883481,0.65116519,48277.879,16841.005,199724.26,0.58052766,378082.28,7.8313773,2.5259708,male
56125,Estimates,Cabo Verde,NA,132,2010-2015,80,5,0.13744208,0.50691379,0.49308621,31436.874,15935.785,115945.46,0.349928573442979,178358.03,5.6735293,2.4121818,male
56126,Estimates,Cabo Verde,NA,132,2010-2015,85,15,0.248364852737276,NA,NA,15501.089,15501.089,62412.571,NA,62412.571,4.0263346,4.0263346,male
56127,Estimates,Côte d'Ivoire,NA,384,2010-2015,0,1,0.084442153,0.079546711,0.92045329,1e5,7954.6711,94202.608,0.90915706,5035440.7,50.354407,0.27119679,male
56128,Estimates,Côte d'Ivoire,NA,384,2010-2015,1,4,0.0083732997,0.032783148,0.96721685,92045.329,3017.5356,360375.92,0.95854023,4941238.1,53.68266,1.4133258,male
56129,Estimates,Côte d'Ivoire,NA,384,2010-2015,5,5,0.0086357313,0.042266158,0.95773384,89027.793,3762.8628,435731.81,0.96661892,4580862.2,51.454293,2.5,male
56130,Estimates,Côte d'Ivoire,NA,384,2010-2015,10,5,0.004879587,0.024103892,0.97589611,85264.93,2055.2167,421186.61,0.97454896,4145130.4,48.614716,2.5,male
56131,Estimates,Côte d'Ivoire,NA,384,2010-2015,15,5,0.0056453783,0.027848207,0.97215179,83209.714,2317.2414,410466.98,0.96656091,3723943.8,44.753714,2.5912766,male
56132,Estimates,Côte d'Ivoire,NA,384,2010-2015,20,5,0.0080016057,0.039244291,0.96075571,80892.472,3174.5677,396741.33,0.95920629,3313476.8,40.961497,2.5678487,male
56133,Estimates,Côte d'Ivoire,NA,384,2010-2015,25,5,0.0084699694,0.041474411,0.95852559,77717.905,3223.3043,380556.78,0.95728345,2916735.5,37.529775,2.5079176,male
56134,Estimates,Côte d'Ivoire,NA,384,2010-2015,30,5,0.0090462145,0.044238674,0.95576133,74494.6,3295.5423,364300.71,0.95328014,2536178.7,34.045134,2.5201979,male
56135,Estimates,Côte d'Ivoire,NA,384,2010-2015,35,5,0.010215837,0.049828783,0.95017122,71199.058,3547.7624,347280.63,0.94542951,2171878,30.504308,2.5436186,male
56136,Estimates,Côte d'Ivoire,NA,384,2010-2015,40,5,0.012352689,0.059950819,0.94004918,67651.296,4055.7506,328329.36,0.93456527,1824597.3,26.970619,2.5523345,male
56137,Estimates,Côte d'Ivoire,NA,384,2010-2015,45,5,0.014859978,0.071698626,0.92830137,63595.545,4559.7132,306845.21,0.91952633,1496268,23.527874,2.5585061,male
56138,Estimates,Côte d'Ivoire,NA,384,2010-2015,50,5,0.018978426,0.090704333,0.90929567,59035.832,5354.8058,282152.25,0.89731086,1189422.8,20.147472,2.5672496,male
56139,Estimates,Côte d'Ivoire,NA,384,2010-2015,55,5,0.024810174,0.11701336,0.88298664,53681.026,6281.3973,253178.28,0.86290781,907270.51,16.90114,2.5758817,male
56140,Estimates,Côte d'Ivoire,NA,384,2010-2015,60,5,0.035010107,0.161365,0.838635,47399.629,7648.6411,218469.51,0.80902979,654092.23,13.799522,2.5775266,male
56141,Estimates,Côte d'Ivoire,NA,384,2010-2015,65,5,0.051084585,0.22714193,0.77285807,39750.988,9029.1159,176748.35,0.72664595,435622.72,10.95879,2.562708,male
56142,Estimates,Côte d'Ivoire,NA,384,2010-2015,70,5,0.078844759,0.32961227,0.67038773,30721.872,10126.306,128433.47,0.61247736,258874.37,8.4263868,2.5138131,male
56143,Estimates,Côte d'Ivoire,NA,384,2010-2015,75,5,0.12008901,0.45866732,0.54133268,20595.566,9446.5131,78662.592,0.47307457,130440.9,6.333446,2.4260093,male
56144,Estimates,Côte d'Ivoire,NA,384,2010-2015,80,5,0.18368374,0.61309897,0.38690103,11149.053,6835.4728,37213.272,0.281296134180659,51778.312,4.6441893,2.28885,male
56145,Estimates,Côte d'Ivoire,NA,384,2010-2015,85,15,0.29615985216174,NA,NA,4313.58,4313.58,14565.039,NA,14565.039,3.3765549,3.3765549,male
56146,Estimates,Gambia,NA,270,2010-2015,0,1,0.057095572,0.0546,0.9454,1e5,5460,95629.132,0.9346942,5906179.9,59.061799,0.199475,male
56147,Estimates,Gambia,NA,270,2010-2015,1,4,0.0069003929,0.027131373,0.97286863,94540,2565,371717.97,0.97684003,5810550.8,61.461295,1.4884902,male
56148,Estimates,Gambia,NA,270,2010-2015,5,5,0.0029366724,0.014576347,0.98542365,91975,1340.6595,456523.35,0.98797516,5438832.8,59.133817,2.5,male
56149,Estimates,Gambia,NA,270,2010-2015,10,5,0.0018960635,0.0094355914,0.99056441,90634.34,855.1886,451033.73,0.98872833,4982309.5,54.971542,2.5,male
56150,Estimates,Gambia,NA,270,2010-2015,15,5,0.0028291338,0.014052836,0.98594716,89779.152,1261.6517,445949.83,0.98221803,4531275.7,50.471358,2.6650186,male
56151,Estimates,Gambia,NA,270,2010-2015,20,5,0.0043066519,0.021311034,0.97868897,88517.5,1886.3995,438019.96,0.97842205,4085325.9,46.152748,2.5786978,male
56152,Estimates,Gambia,NA,270,2010-2015,25,5,0.0043093482,0.021318561,0.97868144,86631.101,1846.8504,428568.38,0.97748743,3647306,42.101577,2.516247,male
56153,Estimates,Gambia,NA,270,2010-2015,30,5,0.0048609802,0.024018173,0.97598183,84784.25,2036.3628,418920.21,0.97439886,3218737.6,37.963862,2.5441287,male
56154,Estimates,Gambia,NA,270,2010-2015,35,5,0.0055913135,0.027581952,0.97241805,82747.887,2282.3483,408195.37,0.96877597,2799817.4,33.835515,2.5708935,male
56155,Estimates,Gambia,NA,270,2010-2015,40,5,0.0072242412,0.035503711,0.96449629,80465.539,2856.8252,395449.87,0.95973752,2391622,29.722314,2.5924919,male
56156,Estimates,Gambia,NA,270,2010-2015,45,5,0.0093691058,0.045817518,0.95418248,77608.714,3555.8387,379528.07,0.94595741,1996172.1,25.720979,2.6052073,male
56157,Estimates,Gambia,NA,270,2010-2015,50,5,0.013146142,0.063734105,0.9362659,74052.875,4719.6937,359017.39,0.92438739,1616644.1,21.830942,2.61701,male
56158,Estimates,Gambia,NA,270,2010-2015,55,5,0.018737507,0.089689208,0.91031079,69333.182,6218.4382,331871.15,0.89072188,1257626.7,18.138886,2.6208246,male
56159,Estimates,Gambia,NA,270,2010-2015,60,5,0.02831698,0.13262572,0.86737428,63114.743,8370.6381,295604.9,0.83921997,925755.51,14.667817,2.6144207,male
56160,Estimates,Gambia,NA,270,2010-2015,65,5,0.04307387,0.19519288,0.80480712,54744.105,10685.659,248077.53,0.75776758,630150.62,11.51084,2.6002422,male
56161,Estimates,Gambia,NA,270,2010-2015,70,5,0.070482396,0.30072874,0.69927126,44058.446,13249.641,187985.11,0.63166595,382073.08,8.6719601,2.5616608,male
56162,Estimates,Gambia,NA,270,2010-2015,75,5,0.11718013,0.45163756,0.54836244,30808.805,13914.413,118743.79,0.46959011,194087.97,6.2997566,2.4630457,male
56163,Estimates,Gambia,NA,270,2010-2015,80,5,0.19052505,0.6288389,0.3711611,16894.392,10623.851,55760.911,0.259917461441614,75344.18,4.4597155,2.2974915,male
56164,Estimates,Gambia,NA,270,2010-2015,85,15,0.320198892182277,NA,NA,6270.5409,6270.5409,19583.268,NA,19583.268,3.1230589,3.1230589,male
56165,Estimates,Ghana,NA,288,2010-2015,0,1,0.053308077,0.051100001,0.9489,1e5,5110.0001,95857.896,0.93960644,6071974.1,60.719741,0.1894125,male
56166,Estimates,Ghana,NA,288,2010-2015,1,4,0.0060035516,0.023658974,0.97634103,94890,2245.0001,373945.32,0.98000624,5976116.2,62.97941,1.4990357,male
56167,Estimates,Ghana,NA,288,2010-2015,5,5,0.0024455715,0.012153551,0.98784645,92645,1125.9658,460410.08,0.98983982,5602170.9,60.46922,2.5,male
56168,Estimates,Ghana,NA,288,2010-2015,10,5,0.0016351119,0.0081422755,0.99185772,91519.034,745.17319,455732.24,0.99027313,5141760.8,56.18242,2.5,male
56169,Estimates,Ghana,NA,288,2010-2015,15,5,0.0024394007,0.012127941,0.98787206,90773.861,1100.9001,451299.39,0.98465684,4686028.5,51.623105,2.6656237,male
56170,Estimates,Ghana,NA,288,2010-2015,20,5,0.0037102498,0.018386171,0.98161383,89672.961,1648.7424,444375.03,0.98138414,4234729.1,47.224148,2.5801116,male
56171,Estimates,Ghana,NA,288,2010-2015,25,5,0.003718762,0.018424041,0.98157596,88024.218,1621.7618,436102.61,0.98033945,3790354.1,43.060355,2.5221502,male
56172,Estimates,Ghana,NA,288,2010-2015,30,5,0.0042828032,0.021191768,0.97880823,86402.457,1831.0208,427528.59,0.9773165,3354251.5,38.821252,2.5512608,male
56173,Estimates,Ghana,NA,288,2010-2015,35,5,0.0049642918,0.02452641,0.97547359,84571.436,2074.2337,417830.75,0.97203485,2926722.9,34.606518,2.5767277,male
56174,Estimates,Ghana,NA,288,2010-2015,40,5,0.00650482,0.0320242,0.9679758,82497.202,2641.9069,406146.05,0.96337695,2508892.2,30.411846,2.6002316,male
56175,Estimates,Ghana,NA,288,2010-2015,45,5,0.0085713972,0.041997785,0.95800222,79855.295,3353.7455,391271.74,0.95005663,2102746.1,26.331956,2.6131951,male
56176,Estimates,Ghana,NA,288,2010-2015,50,5,0.012201926,0.059290637,0.94070936,76501.55,4535.8256,371730.31,0.92925408,1711474.4,22.371761,2.6239298,male
56177,Estimates,Ghana,NA,288,2010-2015,55,5,0.017554549,0.084260965,0.91573904,71965.724,6063.9014,345431.91,0.89708739,1339744.1,18.616419,2.625833,male
56178,Estimates,Ghana,NA,288,2010-2015,60,5,0.026606026,0.12510647,0.87489353,65901.823,8244.7447,309882.61,0.84784898,994312.17,15.087779,2.6195133,male
56179,Estimates,Ghana,NA,288,2010-2015,65,5,0.04065156,0.18524236,0.81475764,57657.078,10680.533,262733.65,0.76896833,684429.56,11.870694,2.6076347,male
56180,Estimates,Ghana,NA,288,2010-2015,70,5,0.066973707,0.28803643,0.71196357,46976.545,13530.956,202033.86,0.64491611,421695.9,8.976733,2.5723174,male
56181,Estimates,Ghana,NA,288,2010-2015,75,5,0.11238135,0.43780707,0.56219293,33445.589,14642.715,130294.89,0.48728054,219662.05,6.5677435,2.4777182,male
56182,Estimates,Ghana,NA,288,2010-2015,80,5,0.17855942,0.60292736,0.39707264,18802.874,11336.767,63490.164,0.289558198656806,89367.157,4.7528457,2.3075037,male
56183,Estimates,Ghana,NA,288,2010-2015,85,15,0.288522966110727,NA,NA,7466.1067,7466.1067,25876.993,NA,25876.993,3.4659286,3.4659286,male
56184,Estimates,Guinea,NA,324,2010-2015,0,1,0.075559238,0.071497028,0.92850297,1e5,7149.7028,94623.808,0.91342479,5745396.2,57.453962,0.24805396,male
56185,Estimates,Guinea,NA,324,2010-2015,1,4,0.010037032,0.039141446,0.96085855,92850.297,3634.2949,362088.59,0.96954316,5650772.4,60.858958,1.4375795,male
56186,Estimates,Guinea,NA,324,2010-2015,5,5,0.0029608099,0.014695275,0.98530473,89216.002,1311.0537,442802.38,0.98802535,5288683.8,59.279542,2.5,male
56187,Estimates,Guinea,NA,324,2010-2015,10,5,0.0018512166,0.0092134428,0.99078656,87904.949,809.90722,437499.98,0.98896224,4845881.4,55.126378,2.5,male
56188,Estimates,Guinea,NA,324,2010-2015,15,5,0.0027771546,0.013796355,0.98620364,87095.041,1201.5941,432670.95,0.98254016,4408381.4,50.615757,2.6662235,male
56189,Estimates,Guinea,NA,324,2010-2015,20,5,0.0042269777,0.020920785,0.97907922,85893.447,1796.9583,425116.59,0.97881709,3975710.5,46.28654,2.5788827,male
56190,Estimates,Guinea,NA,324,2010-2015,25,5,0.0042305576,0.020932897,0.9790671,84096.489,1760.3832,416111.38,0.97786667,3550593.9,42.220477,2.5169825,male
56191,Estimates,Guinea,NA,324,2010-2015,30,5,0.0047841513,0.023643068,0.97635693,82336.106,1946.6781,406901.45,0.97478587,3134482.5,38.069356,2.5450083,male
56192,Estimates,Guinea,NA,324,2010-2015,35,5,0.005508075,0.027176866,0.97282313,80389.428,2184.7327,396641.78,0.96920721,2727581.1,33.929599,2.5716235,male
56193,Estimates,Guinea,NA,324,2010-2015,40,5,0.0071290805,0.035044171,0.96495583,78204.695,2740.6187,384428.08,0.96021725,2330939.3,29.805618,2.5934639,male
56194,Estimates,Guinea,NA,324,2010-2015,45,5,0.0092639699,0.045314947,0.95468505,75464.076,3419.6506,369134.47,0.9464957,1946511.2,25.793878,2.6062138,male
56195,Estimates,Guinea,NA,324,2010-2015,50,5,0.013022105,0.063151557,0.93684844,72044.426,4549.7177,349384.19,0.92502465,1577376.7,21.894501,2.6178871,male
56196,Estimates,Guinea,NA,324,2010-2015,55,5,0.018582345,0.088978965,0.91102103,67494.708,6005.6093,323188.99,0.89155429,1227992.5,18.193909,2.6214648,male
56197,Estimates,Guinea,NA,324,2010-2015,60,5,0.028092505,0.13164267,0.86835733,61489.099,8094.5892,288140.53,0.8403471,904803.56,14.714861,2.6150778,male
56198,Estimates,Guinea,NA,324,2010-2015,65,5,0.042756045,0.19389382,0.80610618,53394.509,10352.866,242138.06,0.75922829,616663.03,11.549184,2.6011964,male
56199,Estimates,Guinea,NA,324,2010-2015,70,5,0.07002175,0.29907461,0.70092539,43041.644,12872.663,183838.06,0.63338266,374524.98,8.7014561,2.5630405,male
56200,Estimates,Guinea,NA,324,2010-2015,75,5,0.11655024,0.44983591,0.55016409,30168.981,13571.091,116439.84,0.47129376,190686.91,6.3206282,2.4648269,male
56201,Estimates,Guinea,NA,324,2010-2015,80,5,0.1897064,0.62722361,0.37277639,16597.89,10410.589,54877.37,0.260881705060616,74247.073,4.4732838,2.2996647,male
56202,Estimates,Guinea,NA,324,2010-2015,85,15,0.319431932473112,NA,NA,6187.3015,6187.3015,19369.703,NA,19369.703,3.1305574,3.1305574,male
56203,Estimates,Guinea-Bissau,NA,624,2010-2015,0,1,0.093149226,0.087399689,0.91260031,1e5,8739.9689,93827.606,0.886509,5432367.6,54.323676,0.29377411,male
56204,Estimates,Guinea-Bissau,NA,624,2010-2015,1,4,0.017117482,0.065541382,0.93445862,91260.031,5981.3086,349426.89,0.95431025,5338540,58.498117,1.3896647,male
56205,Estimates,Guinea-Bissau,NA,624,2010-2015,5,5,0.003206884,0.015906891,0.98409311,85278.723,1356.5193,423002.31,0.98718408,4989113.1,58.503609,2.5,male
56206,Estimates,Guinea-Bissau,NA,624,2010-2015,10,5,0.001944402,0.00967498,0.99032502,83922.203,811.94564,417581.15,0.9882908,4566110.8,54.408852,2.5,male
56207,Estimates,Guinea-Bissau,NA,624,2010-2015,15,5,0.0029791106,0.014793047,0.98520695,83110.258,1229.4539,412691.61,0.98108568,4148529.6,49.915976,2.674028,male
56208,Estimates,Guinea-Bissau,NA,624,2010-2015,20,5,0.0046185467,0.022837882,0.97716212,81880.804,1869.9841,404885.83,0.97674297,3735838,45.625321,2.5838361,male
56209,Estimates,Guinea-Bissau,NA,624,2010-2015,25,5,0.0046656334,0.023060821,0.97693918,80010.819,1845.1152,395469.39,0.97576969,3330952.2,41.631272,2.5152169,male
56210,Estimates,Guinea-Bissau,NA,624,2010-2015,30,5,0.0052058205,0.025700001,0.9743,78165.704,2008.8587,385887.04,0.97267591,2935482.8,37.554613,2.5401546,male
