state,age,total_pop,total_citizen_pop,total_registered,pct_total_registered,pct_total_registered_moe,pct_citizen_registered,pct_citizen_registered_moe,total_voted,pct_total_voted,pct_total_voted_moe,pct_citizen_voted,pct_citizen_voted_moe
TENNESSEE,35 to 44,777,741,513,66,5.6,69.2,5.6,411,52.9,5.9,55.5,6
TENNESSEE,45 to 64,1720,1674,1187,69,3.7,70.9,3.6,1008,58.6,3.9,60.2,3.9
TENNESSEE,65+,1065,1052,797,74.8,4.4,75.7,4.3,676,63.4,4.8,64.2,4.9
TEXAS,Total,20172,17378,11724,58.1,1.2,67.5,1.2,9626,47.7,1.2,55.4,1.3
TEXAS,18 to 24,2542,2175,1036,40.8,3.2,47.6,3.6,694,27.3,2.9,31.9,3.3
TEXAS,25 to 34,3950,3186,1918,48.6,2.6,60.2,2.9,1483,37.5,2.6,46.5,2.9
TEXAS,35 to 44,3764,3008,2033,54,2.7,67.6,2.8,1617,42.9,2.7,53.7,3
TEXAS,45 to 64,6450,5743,4181,64.8,2,72.8,2,3579,55.5,2.1,62.3,2.1
TEXAS,65+,3465,3265,2556,73.7,2.5,78.3,2.4,2254,65,2.7,69,2.7
UTAH,Total,2096,1969,1398,66.7,2.3,71,2.2,1234,58.9,2.4,62.7,2.4
UTAH,18 to 24,342,326,171,50,5.9,52.4,6.1,142,41.6,5.9,43.6,6
UTAH,25 to 34,416,388,243,58.5,5.3,62.7,5.4,201,48.3,5.4,51.8,5.6
UTAH,35 to 44,416,373,276,66.3,5.1,73.9,5,243,58.5,5.3,65.2,5.4
UTAH,45 to 64,586,549,432,73.7,4,78.7,3.8,393,67,4.3,71.5,4.2
UTAH,65+,336,333,276,82,4.6,82.9,4.5,255,75.8,5.1,76.6,5.1
VERMONT,Total,500,488,351,70.2,2.8,71.9,2.8,305,61,3,62.5,3
VERMONT,18 to 24,57,55,34,NA,NA,NA,NA,26,NA,NA,NA,NA
VERMONT,25 to 34,77,75,43,NA,NA,NA,NA,35,NA,NA,NA,NA
VERMONT,35 to 44,72,70,50,NA,NA,NA,NA,42,NA,NA,NA,NA
VERMONT,45 to 64,181,177,133,73.7,4.5,75.3,4.5,118,65,4.9,66.5,4.9
VERMONT,65+,112,111,91,81,5.1,82.2,5,85,75.9,5.6,77.1,5.5
VIRGINIA,Total,6343,5829,4399,69.4,1.9,75.5,1.9,3973,62.6,2,68.2,2
VIRGINIA,18 to 24,819,737,501,61.1,5.7,67.9,5.8,447,54.6,5.8,60.7,6
VIRGINIA,25 to 34,1118,993,640,57.2,5,64.4,5.1,549,49.1,5,55.3,5.3
VIRGINIA,35 to 44,982,833,651,66.3,5.1,78.1,4.8,573,58.3,5.3,68.8,5.4
VIRGINIA,45 to 64,2144,2023,1612,75.2,3.1,79.7,3,1500,70,3.3,74.2,3.3
VIRGINIA,65+,1279,1244,996,77.8,3.9,80,3.8,903,70.6,4.3,72.6,4.2
WASHINGTON,Total,5592,5104,3906,69.9,2,76.5,2,3382,60.5,2.2,66.3,2.2
WASHINGTON,18 to 24,646,594,351,54.4,6.5,59.1,6.7,273,42.2,6.5,45.9,6.8
WASHINGTON,25 to 34,987,848,587,59.4,5.2,69.2,5.3,460,46.5,5.3,54.2,5.7
WASHINGTON,35 to 44,1014,876,676,66.7,4.9,77.2,4.7,564,55.6,5.2,64.4,5.4
WASHINGTON,45 to 64,1986,1859,1523,76.7,3.2,81.9,3,1366,68.8,3.5,73.5,3.4
WASHINGTON,65+,958,927,769,80.3,4.3,83,4.1,720,75.1,4.6,77.6,4.6
WEST VIRGINIA,Total,1434,1425,913,63.6,2.8,64.1,2.8,723,50.4,2.9,50.8,2.9
WEST VIRGINIA,18 to 24,155,153,78,50.3,8.7,50.7,8.8,50,32.2,8.2,32.5,8.2
WEST VIRGINIA,25 to 34,226,225,141,62.3,7,62.7,7,98,43.5,7.2,43.8,7.2
WEST VIRGINIA,35 to 44,206,204,116,56.3,7.5,57.1,7.5,96,46.6,7.6,47.2,7.6
WEST VIRGINIA,45 to 64,513,509,329,64.2,4.6,64.7,4.6,268,52.2,4.8,52.6,4.8
WEST VIRGINIA,65+,334,334,249,74.3,5.2,74.5,5.2,211,63.1,5.7,63.3,5.7
WISCONSIN,Total,4465,4354,3323,74.4,2.2,76.3,2.1,3068,68.7,2.3,70.5,2.3
WISCONSIN,18 to 24,547,530,269,49.2,7.1,50.7,7.2,249,45.6,7.1,47.1,7.2
WISCONSIN,25 to 34,704,678,436,62,6.1,64.3,6.1,370,52.6,6.2,54.6,6.3
WISCONSIN,35 to 44,724,701,573,79.1,5,81.8,4.8,527,72.7,5.5,75.2,5.4
WISCONSIN,45 to 64,1520,1479,1236,81.3,3.3,83.5,3.2,1169,76.9,3.6,79,3.5
WISCONSIN,65+,970,966,809,83.4,4,83.8,3.9,753,77.6,4.4,77.9,4.4
WYOMING,Total,436,427,304,69.7,2.7,71.1,2.7,277,63.5,2.8,64.8,2.8
WYOMING,18 to 24,57,55,33,NA,NA,NA,NA,30,NA,NA,NA,NA
WYOMING,25 to 34,75,73,47,NA,NA,NA,NA,42,NA,NA,NA,NA
WYOMING,35 to 44,70,68,46,NA,NA,NA,NA,40,NA,NA,NA,NA
WYOMING,45 to 64,151,148,110,72.9,4.4,74.2,4.4,102,67.4,4.7,68.6,4.7
WYOMING,65+,83,83,68,NA,NA,NA,NA,63,NA,NA,NA,NA
