state,age,total_pop,total_citizen_pop,total_registered,pct_total_registered,pct_total_registered_moe,pct_citizen_registered,pct_citizen_registered_moe,total_voted,pct_total_voted,pct_total_voted_moe,pct_citizen_voted,pct_citizen_voted_moe
TENNESSEE,35 to 44,783,739,514,65.7,5.1,69.5,5.1,402,51.3,5.3,54.3,5.5
TENNESSEE,45 to 64,1607,1563,1081,67.2,3.5,69.1,3.5,904,56.3,3.7,57.9,3.7
TENNESSEE,65+,1016,1013,793,78.1,3.9,78.3,3.9,698,68.7,4.3,68.9,4.3
TEXAS,Total,18642,16062,10749,57.7,1.1,66.9,1.1,8643,46.4,1.1,53.8,1.2
TEXAS,18 to 24,2538,2249,971,38.2,2.9,43.1,3.1,572,22.5,2.5,25.4,2.8
TEXAS,25 to 34,3695,2965,1734,46.9,2.5,58.5,2.7,1228,33.2,2.3,41.4,2.7
TEXAS,35 to 44,3445,2748,1839,53.4,2.6,66.9,2.7,1473,42.8,2.5,53.6,2.9
TEXAS,45 to 64,6115,5429,3981,65.1,1.8,73.3,1.8,3399,55.6,1.9,62.6,2
TEXAS,65+,2849,2671,2225,78.1,2.3,83.3,2.2,1971,69.2,2.6,73.8,2.6
UTAH,Total,1917,1793,1138,59.4,2.3,63.5,2.4,1022,53.3,2.4,57,2.4
UTAH,18 to 24,279,263,115,41.2,6.1,43.7,6.3,97,34.8,5.9,36.9,6.2
UTAH,25 to 34,446,407,236,52.9,4.9,57.9,5.1,194,43.4,4.9,47.5,5.1
UTAH,35 to 44,357,307,182,51.1,5.5,59.4,5.8,161,45.2,5.5,52.6,5.9
UTAH,45 to 64,592,576,396,67,4,68.8,4,375,63.4,4.1,65.1,4.1
UTAH,65+,242,240,208,85.9,4.6,86.9,4.5,195,80.4,5.3,81.3,5.2
VERMONT,Total,496,487,357,72,2.5,73.4,2.5,308,62.1,2.7,63.3,2.7
VERMONT,18 to 24,61,59,30,NA,NA,51,7.9,23,NA,NA,39.1,7.8
VERMONT,25 to 34,69,68,41,NA,NA,60.7,7.3,30,NA,NA,44.6,7.4
VERMONT,35 to 44,78,76,53,68.2,6.5,70.2,6.4,46,59.4,6.8,61.2,6.9
VERMONT,45 to 64,195,193,153,78.8,3.6,79.6,3.6,133,68.5,4.1,69.2,4.1
VERMONT,65+,93,91,79,85.1,4.5,86.8,4.3,75,80.6,5,82.2,4.9
VIRGINIA,Total,6094,5645,4210,69.1,1.8,74.6,1.7,3778,62,1.9,66.9,1.9
VIRGINIA,18 to 24,695,612,351,50.5,5.7,57.4,6,292,42,5.6,47.7,6
VIRGINIA,25 to 34,1192,1026,698,58.6,4.3,68.1,4.3,605,50.8,4.3,59,4.6
VIRGINIA,35 to 44,989,889,717,72.5,4.2,80.7,3.9,634,64.1,4.5,71.3,4.5
VIRGINIA,45 to 64,2140,2050,1591,74.3,2.8,77.6,2.7,1473,68.9,3,71.9,3
VIRGINIA,65+,1079,1069,853,79.1,3.7,79.8,3.7,774,71.7,4.1,72.4,4.1
WASHINGTON,Total,5230,4832,3533,67.6,2,73.1,1.9,3172,60.7,2,65.6,2.1
WASHINGTON,18 to 24,563,511,275,48.8,6.4,53.8,6.7,215,38.2,6.2,42.1,6.6
WASHINGTON,25 to 34,1017,911,596,58.6,4.7,65.4,4.8,488,48,4.8,53.6,5
WASHINGTON,35 to 44,916,809,649,70.8,4.6,80.2,4.2,577,62.9,4.8,71.3,4.8
WASHINGTON,45 to 64,1660,1570,1183,71.3,3.4,75.3,3.3,1101,66.4,3.5,70.1,3.5
WASHINGTON,65+,1074,1032,830,77.3,3.9,80.5,3.7,791,73.7,4.1,76.7,4
WEST VIRGINIA,Total,1452,1442,982,67.6,2.2,68.1,2.2,690,47.5,2.4,47.8,2.4
WEST VIRGINIA,18 to 24,163,162,78,47.8,7,48.1,7.1,37,22.6,5.9,22.7,5.9
WEST VIRGINIA,25 to 34,213,210,131,61.3,6,62.4,6,66,31.1,5.7,31.6,5.8
WEST VIRGINIA,35 to 44,237,237,162,68.5,5.4,68.5,5.4,111,47,5.8,47,5.8
WEST VIRGINIA,45 to 64,479,475,326,68,3.8,68.6,3.8,253,52.9,4.1,53.3,4.1
WEST VIRGINIA,65+,361,359,286,79.2,3.8,79.5,3.8,222,61.5,4.6,61.8,4.6
WISCONSIN,Total,4352,4247,3318,76.3,1.9,78.1,1.9,3127,71.9,2,73.6,2
WISCONSIN,18 to 24,539,513,308,57.1,6.4,60.1,6.5,287,53.3,6.4,56,6.6
WISCONSIN,25 to 34,699,662,475,68,5.3,71.9,5.2,438,62.6,5.5,66.1,5.5
WISCONSIN,35 to 44,714,695,548,76.8,4.7,78.8,4.6,514,72,5,73.9,5
WISCONSIN,45 to 64,1552,1532,1224,78.9,3.1,79.9,3.1,1192,76.8,3.2,77.8,3.2
WISCONSIN,65+,847,845,763,90,3.1,90.2,3.1,697,82.2,3.9,82.4,3.9
WYOMING,Total,427,419,268,62.8,2.6,63.9,2.6,247,57.8,2.6,58.9,2.6
WYOMING,18 to 24,56,55,21,NA,NA,38.3,7.1,18,NA,NA,32.3,6.9
WYOMING,25 to 34,73,71,44,NA,NA,61.4,6.3,39,NA,NA,54.3,6.4
WYOMING,35 to 44,68,66,41,NA,NA,61.1,6.5,36,NA,NA,54.5,6.7
WYOMING,45 to 64,155,154,101,65.1,4.2,65.8,4.2,95,61.1,4.3,61.8,4.3
WYOMING,65+,74,73,61,NA,NA,84,4.7,59,NA,NA,81.1,5
"The symbol (B) means that the base is less than 75,000 and therefore too small to show the derived measure.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
